TicketCreatedDateTime,CustID
29-11-2018 15:07,33
13-12-2018 11:33,33
14-12-2018 13:02,34
14-12-2018 12:18,34
09-11-2018 10:52,34
11-10-2018 16:35,34
13-12-2018 21:44,34
06-11-2018 10:10,34
07-11-2018 16:08,34
14-12-2018 11:03,34
08-10-2018 14:47,35
11-10-2018 18:45,35
18-08-2018 13:24,36
10-07-2018 13:06,36
03-10-2018 12:37,36
22-08-2018 19:22,36
08-10-2018 18:02,36
21-08-2018 09:30,36
13-09-2018 12:01,36
03-10-2018 10:57,36
15-08-2018 11:42,36
22-08-2018 16:23,36
03-10-2018 11:49,36
01-12-2018 16:12,37
03-12-2018 16:24,37
06-12-2018 14:28,37
06-12-2018 12:45,37
05-12-2018 13:37,37
07-12-2018 16:25,37
29-11-2018 18:33,37
06-12-2018 14:36,37
08-08-2018 09:03,37
04-12-2018 10:34,37
06-12-2018 13:46,37
30-11-2018 15:49,37
09-10-2018 13:08,39
18-08-2018 10:41,39
08-08-2018 12:45,39
30-10-2018 20:48,40
15-10-2018 09:05,41
31-08-2018 19:41,41
15-09-2018 20:04,42
21-11-2018 16:02,42
15-08-2018 09:36,42
22-11-2018 13:46,42
08-09-2018 08:41,42
07-09-2018 18:09,42
15-11-2018 18:43,42
22-11-2018 15:24,42
01-11-2018 20:16,42
11-09-2018 18:11,42
04-12-2018 13:12,42
15-08-2018 10:30,42
09-07-2018 10:01,43
09-07-2018 09:52,43
16-11-2018 11:14,45
26-08-2018 15:44,45
15-11-2018 13:05,45
04-12-2018 11:27,49
31-10-2018 17:47,49
21-09-2018 13:10,52
01-08-2018 11:04,53
05-07-2018 11:35,54
04-08-2018 10:37,54
17-07-2018 10:35,54
04-07-2018 16:47,54
22-07-2018 20:03,56
01-09-2018 19:53,56
20-07-2018 11:57,56
20-09-2018 15:43,56
24-08-2018 12:35,57
24-09-2018 13:53,59
08-08-2018 12:59,60
10-09-2018 13:01,60
26-11-2018 13:28,60
08-10-2018 18:47,60
10-08-2018 19:04,60
11-08-2018 11:17,60
13-08-2018 16:16,60
03-08-2018 13:24,60
31-07-2018 18:42,60
03-09-2018 13:17,60
04-09-2018 16:50,60
19-12-2018 12:03,60
17-10-2018 10:00,60
23-07-2018 19:20,60
29-07-2018 16:45,60
11-08-2018 11:40,60
19-12-2018 12:38,60
10-09-2018 10:58,60
20-10-2018 12:12,60
28-07-2018 11:51,60
27-08-2018 17:19,60
23-07-2018 11:21,60
21-07-2018 18:19,60
10-08-2018 19:29,60
19-09-2018 20:26,60
31-07-2018 19:22,60
10-07-2018 13:19,66
26-09-2018 07:48,67
21-10-2018 14:46,68
09-07-2018 19:15,70
26-10-2018 20:07,70
26-10-2018 16:47,70
22-11-2018 14:38,71
26-11-2018 10:38,75
03-07-2018 20:34,75
09-09-2018 12:20,76
27-12-2018 19:33,77
03-12-2018 20:53,80
12-07-2018 14:03,80
04-12-2018 18:19,80
03-12-2018 20:50,80
03-12-2018 20:57,80
20-09-2018 12:31,80
11-09-2018 19:40,80
15-09-2018 11:55,80
20-09-2018 13:52,80
20-09-2018 13:00,80
11-09-2018 19:39,80
10-09-2018 19:33,80
03-12-2018 20:51,80
10-09-2018 19:32,80
10-09-2018 19:35,80
04-12-2018 11:26,80
21-09-2018 15:30,80
05-11-2018 20:30,81
18-12-2018 22:15,81
05-11-2018 20:29,81
14-10-2018 12:26,82
10-07-2018 11:03,82
19-07-2018 18:01,83
20-08-2018 13:31,87
20-11-2018 21:16,87
02-11-2018 17:01,87
25-12-2018 10:29,87
20-11-2018 21:49,87
09-10-2018 18:40,88
27-09-2018 13:46,88
27-09-2018 18:23,88
27-07-2018 15:04,89
30-09-2018 11:52,89
27-09-2018 20:06,89
29-09-2018 22:40,89
30-09-2018 11:38,89
27-12-2018 16:45,90
27-12-2018 16:47,90
27-12-2018 16:26,90
27-12-2018 16:19,90
27-12-2018 16:19,90
12-11-2018 15:37,92
14-11-2018 15:52,92
24-07-2018 14:27,94
05-12-2018 13:15,95
13-07-2018 20:59,96
13-07-2018 19:47,96
13-07-2018 21:30,96
15-07-2018 18:51,96
10-08-2018 18:41,96
23-07-2018 17:01,96
23-07-2018 16:22,96
02-11-2018 18:28,96
16-08-2018 16:57,97
11-09-2018 23:30,97
02-11-2018 13:26,100
20-07-2018 15:24,101
04-09-2018 15:39,103
28-08-2018 13:15,103
13-08-2018 13:38,103
13-08-2018 13:56,103
15-12-2018 13:32,103
14-11-2018 11:19,107
20-08-2018 21:31,107
21-09-2018 18:24,107
04-09-2018 15:51,107
20-08-2018 21:19,107
12-10-2018 11:52,112
30-08-2018 14:36,117
26-08-2018 14:53,117
27-07-2018 10:21,121
27-07-2018 10:07,121
25-10-2018 17:26,121
02-08-2018 13:11,121
09-07-2018 16:09,121
15-11-2018 13:07,121
29-11-2018 17:37,123
06-07-2018 12:21,123
18-09-2018 13:40,124
18-09-2018 13:47,124
20-09-2018 12:39,126
30-09-2018 19:17,126
31-12-2018 12:02,127
15-11-2018 11:05,127
27-11-2018 10:12,127
15-11-2018 10:58,127
27-08-2018 17:21,127
22-11-2018 17:59,127
12-09-2018 13:30,127
14-11-2018 09:09,127
31-12-2018 15:57,127
05-12-2018 10:26,127
10-12-2018 14:22,127
16-10-2018 17:22,127
28-12-2018 11:37,127
22-11-2018 18:15,127
05-12-2018 10:37,127
18-09-2018 09:07,127
24-12-2018 14:05,127
06-08-2018 20:38,127
02-07-2018 17:52,127
10-11-2018 12:17,127
08-09-2018 17:51,127
02-11-2018 18:16,127
16-10-2018 17:23,127
09-10-2018 15:42,127
11-08-2018 15:37,127
17-11-2018 10:22,127
07-09-2018 13:33,127
07-09-2018 11:47,127
16-10-2018 17:22,127
31-12-2018 12:29,127
11-12-2018 12:59,127
15-10-2018 19:16,127
02-11-2018 18:56,127
23-08-2018 16:44,130
25-08-2018 19:59,130
25-08-2018 21:48,130
21-08-2018 19:16,130
18-08-2018 11:47,130
18-07-2018 19:49,133
17-09-2018 17:01,134
21-08-2018 08:40,134
22-09-2018 09:52,134
25-07-2018 16:22,134
20-07-2018 15:21,134
03-08-2018 15:59,134
14-08-2018 09:57,134
31-08-2018 18:50,134
10-12-2018 20:05,134
03-08-2018 11:41,134
27-11-2018 11:16,134
26-09-2018 10:42,134
17-07-2018 08:39,134
25-12-2018 19:24,134
19-10-2018 16:54,134
20-08-2018 19:32,134
17-07-2018 08:41,134
17-10-2018 11:07,134
17-09-2018 16:38,134
20-07-2018 15:42,134
03-08-2018 16:19,134
05-09-2018 15:36,134
16-07-2018 16:40,134
16-07-2018 18:40,134
25-07-2018 09:39,134
21-09-2018 10:47,134
03-08-2018 11:36,134
15-08-2018 16:09,134
11-10-2018 09:09,134
14-08-2018 16:33,134
17-10-2018 11:02,134
05-09-2018 15:32,134
05-07-2018 17:43,134
03-08-2018 11:42,134
14-08-2018 16:35,134
16-07-2018 08:58,134
14-08-2018 09:13,134
20-08-2018 16:20,134
25-07-2018 09:15,134
13-08-2018 17:21,134
30-12-2018 18:45,134
25-07-2018 13:17,134
20-07-2018 15:13,134
13-10-2018 17:16,134
14-08-2018 09:58,134
12-09-2018 15:27,134
17-09-2018 17:13,134
10-12-2018 10:18,137
10-11-2018 12:25,137
14-08-2018 11:12,137
25-09-2018 15:00,137
10-12-2018 17:53,137
08-11-2018 10:24,137
10-12-2018 17:44,137
12-07-2018 13:03,137
28-09-2018 12:02,137
10-12-2018 10:21,137
01-09-2018 17:55,137
14-08-2018 11:13,137
02-10-2018 11:32,137
10-12-2018 17:52,137
16-07-2018 20:33,137
03-10-2018 09:47,137
01-09-2018 17:52,137
11-07-2018 09:52,137
04-08-2018 14:55,137
28-09-2018 11:58,137
10-07-2018 19:31,139
10-07-2018 19:50,139
15-09-2018 11:26,141
18-08-2018 11:48,141
24-09-2018 21:05,141
24-09-2018 21:01,141
24-09-2018 20:58,141
28-09-2018 20:09,141
28-09-2018 12:35,141
24-09-2018 21:08,141
04-11-2018 18:48,141
15-07-2018 20:26,141
10-08-2018 11:55,141
01-09-2018 13:55,143
06-11-2018 13:46,146
07-09-2018 17:16,149
04-07-2018 11:01,152
09-07-2018 11:24,152
27-09-2018 21:58,152
09-07-2018 14:10,152
14-12-2018 21:03,152
26-11-2018 17:47,153
27-09-2018 11:35,154
16-07-2018 21:33,155
22-12-2018 14:11,156
09-10-2018 18:55,156
15-12-2018 17:13,156
15-12-2018 18:15,156
24-12-2018 14:56,156
15-12-2018 18:15,156
19-12-2018 20:06,156
29-07-2018 17:01,156
14-10-2018 09:59,156
13-12-2018 18:15,156
26-07-2018 15:03,156
15-12-2018 19:33,156
14-12-2018 09:43,156
08-11-2018 12:48,156
22-07-2018 18:21,156
01-08-2018 13:07,156
14-12-2018 10:15,156
20-12-2018 18:20,156
25-12-2018 21:54,156
20-12-2018 10:54,156
22-07-2018 17:59,156
22-07-2018 20:07,156
13-12-2018 20:11,156
16-12-2018 20:33,156
08-11-2018 10:35,156
01-08-2018 14:13,156
20-12-2018 10:56,156
15-12-2018 20:07,156
11-10-2018 09:44,156
13-12-2018 18:29,156
09-11-2018 08:30,156
13-12-2018 18:34,156
14-07-2018 18:11,156
19-12-2018 20:52,156
09-11-2018 08:24,156
14-07-2018 18:13,156
28-08-2018 09:47,157
10-07-2018 19:46,157
06-07-2018 21:11,157
28-09-2018 08:43,157
07-08-2018 10:58,157
30-10-2018 08:56,157
11-07-2018 20:49,157
15-09-2018 11:49,157
10-07-2018 11:46,157
28-08-2018 15:44,157
14-12-2018 21:00,157
15-09-2018 11:53,157
07-10-2018 20:15,157
15-09-2018 11:00,157
14-11-2018 19:40,157
09-07-2018 19:40,157
20-11-2018 09:31,157
05-10-2018 21:49,158
16-07-2018 11:05,158
11-09-2018 10:18,158
07-08-2018 15:29,158
27-07-2018 20:32,159
05-09-2018 16:53,159
31-07-2018 20:37,159
05-09-2018 18:15,159
27-12-2018 13:17,160
19-09-2018 21:34,160
25-11-2018 17:08,160
27-07-2018 11:30,160
14-09-2018 18:06,160
04-08-2018 17:27,161
09-07-2018 09:31,161
11-10-2018 03:30,161
25-07-2018 16:28,161
05-11-2018 12:45,161
11-10-2018 03:28,161
20-10-2018 13:40,162
10-12-2018 19:17,162
15-12-2018 13:04,162
26-09-2018 18:50,162
04-09-2018 20:39,162
20-10-2018 13:41,162
30-08-2018 12:47,162
10-12-2018 19:11,162
17-11-2018 18:49,163
21-08-2018 15:05,164
26-09-2018 17:12,164
23-09-2018 13:17,164
29-09-2018 12:17,164
22-09-2018 22:47,164
03-11-2018 12:04,164
25-09-2018 12:09,164
19-09-2018 14:42,164
26-09-2018 17:21,164
28-09-2018 15:18,164
03-11-2018 12:28,164
17-07-2018 10:10,164
31-07-2018 20:06,168
27-07-2018 16:50,169
06-10-2018 19:20,173
15-11-2018 12:03,176
15-09-2018 18:37,177
15-09-2018 18:39,177
21-07-2018 14:37,178
20-07-2018 10:49,178
20-07-2018 14:33,178
25-07-2018 21:08,178
01-08-2018 11:53,178
20-07-2018 10:59,178
09-10-2018 16:19,179
06-10-2018 10:06,179
04-10-2018 13:18,179
06-10-2018 10:06,179
03-10-2018 10:33,179
06-10-2018 10:07,179
06-10-2018 10:04,179
05-10-2018 17:25,179
06-10-2018 10:07,179
18-07-2018 21:48,180
15-10-2018 21:53,180
15-10-2018 21:52,180
15-10-2018 21:45,180
15-10-2018 21:53,180
11-10-2018 16:33,180
06-08-2018 21:34,180
11-10-2018 12:46,181
01-12-2018 13:27,181
04-12-2018 12:16,181
24-11-2018 10:23,181
12-08-2018 16:17,182
18-07-2018 20:40,182
08-10-2018 17:40,185
23-07-2018 20:06,185
08-10-2018 09:59,185
09-10-2018 15:29,185
23-07-2018 20:06,185
03-08-2018 16:08,187
22-07-2018 17:10,187
19-09-2018 15:45,187
23-07-2018 18:18,187
02-08-2018 12:07,187
23-07-2018 18:49,187
23-07-2018 16:47,187
22-07-2018 17:45,187
03-08-2018 16:05,187
12-11-2018 16:27,188
20-11-2018 10:45,188
14-12-2018 09:43,190
15-10-2018 14:01,191
22-09-2018 13:08,191
10-08-2018 13:21,191
15-11-2018 15:51,191
09-12-2018 10:29,191
15-08-2018 13:29,191
03-08-2018 09:06,191
13-08-2018 15:14,191
13-08-2018 13:09,191
13-08-2018 15:20,191
09-12-2018 10:23,191
13-08-2018 15:20,191
28-09-2018 12:56,193
20-08-2018 20:59,193
22-10-2018 20:03,193
15-11-2018 18:53,196
27-12-2018 17:14,198
27-11-2018 17:04,204
27-11-2018 17:03,204
10-09-2018 13:27,205
21-09-2018 14:39,205
19-10-2018 17:12,205
03-11-2018 12:03,208
05-12-2018 09:40,209
05-12-2018 09:38,209
05-12-2018 10:09,209
04-07-2018 13:10,210
08-10-2018 16:14,211
08-10-2018 16:04,211
22-11-2018 12:02,211
21-11-2018 09:28,211
17-10-2018 16:01,211
12-07-2018 11:09,212
27-07-2018 18:13,212
24-12-2018 20:19,212
02-07-2018 13:03,212
16-07-2018 19:11,212
26-10-2018 13:32,212
19-07-2018 14:01,212
24-08-2018 13:52,212
22-10-2018 12:08,212
10-10-2018 00:38,212
30-08-2018 18:00,212
12-09-2018 17:20,212
13-07-2018 11:58,212
04-07-2018 11:27,212
05-07-2018 14:02,212
09-09-2018 10:17,212
22-10-2018 11:56,212
04-07-2018 14:33,212
08-07-2018 23:28,212
09-07-2018 11:50,212
09-07-2018 08:34,212
26-07-2018 09:56,212
19-07-2018 13:33,212
16-10-2018 11:47,212
10-07-2018 18:19,212
26-10-2018 16:13,213
28-09-2018 11:10,213
04-11-2018 09:32,214
28-11-2018 20:43,214
30-10-2018 14:26,215
31-10-2018 13:26,215
08-12-2018 18:06,215
03-12-2018 14:35,215
21-12-2018 16:21,215
18-07-2018 01:32,215
17-09-2018 17:15,218
19-09-2018 11:15,218
20-11-2018 13:27,218
31-10-2018 11:30,218
19-11-2018 09:42,218
24-10-2018 08:58,218
22-10-2018 10:35,218
01-11-2018 11:57,218
15-11-2018 09:38,218
26-10-2018 11:07,218
17-09-2018 17:09,218
12-09-2018 16:59,218
20-11-2018 10:52,218
20-09-2018 09:55,218
20-11-2018 10:21,218
20-11-2018 10:40,218
25-10-2018 13:24,218
13-09-2018 10:53,218
25-10-2018 13:33,218
20-09-2018 10:48,221
23-08-2018 10:11,221
21-09-2018 10:09,221
21-09-2018 10:11,221
30-10-2018 12:51,222
22-10-2018 09:46,222
22-10-2018 18:49,222
18-09-2018 17:27,224
16-08-2018 17:38,224
10-07-2018 16:36,224
19-07-2018 14:32,224
16-08-2018 19:08,224
15-09-2018 09:43,225
15-09-2018 09:45,225
15-09-2018 09:46,225
29-08-2018 14:16,228
07-07-2018 08:41,229
19-07-2018 17:22,232
22-08-2018 09:56,232
04-07-2018 13:43,233
15-12-2018 20:33,236
30-08-2018 18:19,236
08-12-2018 14:44,236
12-09-2018 16:27,237
19-09-2018 10:23,239
13-10-2018 12:07,239
28-08-2018 08:09,239
05-08-2018 09:56,239
10-09-2018 15:29,239
22-09-2018 10:38,239
17-07-2018 12:08,239
10-10-2018 11:57,239
04-10-2018 13:58,239
02-10-2018 12:01,239
22-09-2018 11:14,239
19-09-2018 10:27,239
25-09-2018 20:30,239
22-09-2018 16:33,239
24-08-2018 17:19,239
20-11-2018 14:23,239
10-09-2018 09:53,239
10-10-2018 11:51,239
24-10-2018 10:01,239
28-08-2018 08:41,239
21-09-2018 19:41,239
18-10-2018 08:26,241
16-11-2018 18:41,241
02-08-2018 20:03,242
07-09-2018 19:02,242
17-07-2018 20:40,242
10-12-2018 08:38,242
27-07-2018 18:34,242
17-07-2018 20:47,242
31-07-2018 20:13,242
19-07-2018 13:11,242
30-07-2018 18:19,242
08-08-2018 17:54,242
18-08-2018 10:54,243
19-12-2018 12:33,243
10-12-2018 14:06,243
29-08-2018 11:32,243
29-08-2018 10:36,243
30-08-2018 10:28,246
25-08-2018 19:59,246
23-08-2018 15:08,246
11-08-2018 22:37,246
13-08-2018 19:48,246
05-08-2018 17:39,246
12-10-2018 16:55,249
27-12-2018 14:31,256
27-12-2018 14:32,256
26-07-2018 22:29,257
05-09-2018 21:56,257
26-07-2018 22:29,257
09-10-2018 14:10,260
17-10-2018 17:45,260
01-11-2018 18:05,260
27-09-2018 12:28,260
08-10-2018 18:57,260
26-09-2018 17:18,262
04-07-2018 10:35,262
16-07-2018 11:33,263
01-11-2018 17:49,264
12-09-2018 15:22,264
02-11-2018 15:28,264
01-11-2018 18:47,264
03-09-2018 15:35,264
01-11-2018 17:37,264
30-10-2018 11:45,264
02-11-2018 15:40,264
15-10-2018 16:11,264
28-11-2018 08:07,265
24-11-2018 16:34,265
24-11-2018 16:34,265
24-12-2018 10:46,265
12-11-2018 10:43,265
17-12-2018 15:34,265
04-12-2018 17:15,267
04-12-2018 11:39,267
30-07-2018 13:26,273
17-08-2018 11:56,275
12-12-2018 19:41,276
15-11-2018 10:34,276
19-12-2018 09:37,277
20-12-2018 11:00,284
06-08-2018 13:18,284
24-12-2018 18:12,284
19-12-2018 13:58,284
05-07-2018 12:40,284
03-08-2018 10:02,284
03-07-2018 13:42,285
03-07-2018 13:39,285
26-07-2018 13:04,285
28-07-2018 14:47,285
28-07-2018 09:48,285
27-07-2018 19:53,285
10-07-2018 15:07,285
26-07-2018 15:29,285
26-07-2018 16:28,285
19-10-2018 21:39,285
24-10-2018 19:27,285
22-12-2018 13:18,286
11-10-2018 10:03,286
01-10-2018 18:03,286
04-10-2018 17:39,286
01-10-2018 18:02,286
24-12-2018 10:22,286
02-10-2018 13:42,286
03-10-2018 17:46,286
12-10-2018 16:14,286
22-12-2018 16:47,286
16-09-2018 13:42,289
27-12-2018 19:40,289
28-12-2018 20:21,289
20-09-2018 18:41,289
20-12-2018 17:14,289
10-07-2018 17:07,289
31-12-2018 12:47,289
28-12-2018 20:37,289
31-12-2018 16:59,289
29-12-2018 15:23,289
31-12-2018 13:21,289
08-08-2018 14:37,290
14-09-2018 09:39,290
04-09-2018 13:02,290
04-09-2018 13:21,290
14-07-2018 17:19,290
20-09-2018 10:15,290
28-09-2018 10:38,290
17-08-2018 07:49,290
17-07-2018 10:28,290
10-09-2018 10:40,290
14-09-2018 13:07,290
10-10-2018 11:12,290
18-09-2018 12:04,290
02-08-2018 16:02,290
18-08-2018 11:56,290
02-08-2018 17:01,290
08-08-2018 21:34,290
02-08-2018 16:59,290
02-08-2018 16:54,290
28-09-2018 10:44,290
12-07-2018 10:26,290
12-09-2018 10:49,290
19-12-2018 18:41,290
24-09-2018 11:48,290
02-08-2018 16:49,290
17-08-2018 10:06,290
27-09-2018 10:33,290
02-08-2018 16:51,290
08-08-2018 14:19,290
18-08-2018 11:30,290
18-09-2018 12:09,290
08-09-2018 11:47,290
10-10-2018 11:13,290
13-11-2018 12:03,290
02-08-2018 16:42,290
10-10-2018 11:13,290
08-08-2018 12:57,290
09-08-2018 21:35,290
08-09-2018 21:27,290
14-09-2018 11:26,290
25-09-2018 10:00,290
11-07-2018 17:38,291
01-11-2018 19:43,293
06-10-2018 16:45,293
27-10-2018 17:53,293
18-09-2018 15:34,293
27-07-2018 16:23,293
19-11-2018 12:22,293
02-11-2018 13:22,293
19-11-2018 12:29,293
06-12-2018 14:18,293
20-08-2018 16:54,293
02-07-2018 14:00,293
18-07-2018 15:37,293
16-07-2018 17:32,293
02-11-2018 13:20,293
06-12-2018 14:06,293
04-12-2018 22:20,294
16-08-2018 18:37,297
16-07-2018 09:52,297
02-07-2018 16:46,297
08-09-2018 11:34,297
20-11-2018 21:04,297
16-07-2018 09:35,297
06-12-2018 13:31,298
04-08-2018 09:13,302
06-11-2018 09:54,302
28-11-2018 11:14,302
04-08-2018 09:02,302
22-12-2018 13:20,302
23-09-2018 21:02,302
31-08-2018 09:58,302
28-11-2018 09:30,302
22-12-2018 12:49,302
21-08-2018 21:42,302
27-07-2018 15:06,302
24-09-2018 09:35,302
22-08-2018 09:47,302
28-11-2018 09:34,302
23-12-2018 18:18,302
30-10-2018 22:15,302
05-07-2018 09:58,302
24-12-2018 18:35,302
30-08-2018 11:54,302
30-08-2018 11:58,302
18-07-2018 18:26,302
27-07-2018 15:28,302
19-11-2018 13:08,302
27-08-2018 20:54,302
13-12-2018 12:14,302
31-12-2018 18:19,303
28-09-2018 09:42,303
13-12-2018 13:25,303
11-07-2018 09:41,303
21-12-2018 18:35,303
13-12-2018 12:16,303
01-08-2018 14:02,303
02-08-2018 19:04,303
07-11-2018 19:52,303
29-11-2018 11:37,304
29-11-2018 10:29,304
11-09-2018 17:54,304
13-07-2018 12:06,309
27-08-2018 14:02,310
27-08-2018 13:58,310
10-11-2018 12:10,312
19-10-2018 13:30,312
17-12-2018 10:36,312
09-10-2018 15:12,312
19-10-2018 13:28,312
06-11-2018 20:26,313
25-07-2018 10:10,316
27-09-2018 19:59,316
06-12-2018 12:27,316
02-07-2018 14:48,316
02-07-2018 14:23,316
05-07-2018 12:33,316
02-07-2018 14:34,316
30-10-2018 09:32,316
02-07-2018 15:01,316
02-07-2018 14:51,316
02-07-2018 14:28,316
19-12-2018 11:40,316
05-07-2018 12:52,316
07-11-2018 15:13,316
17-12-2018 15:46,316
10-09-2018 09:47,316
18-12-2018 10:43,316
17-07-2018 10:36,316
06-12-2018 11:59,316
29-10-2018 20:48,316
30-10-2018 09:30,316
02-07-2018 15:06,316
02-07-2018 14:57,316
06-12-2018 11:20,316
03-12-2018 20:03,316
14-09-2018 10:01,316
02-07-2018 15:03,316
27-07-2018 12:26,316
30-10-2018 09:33,316
19-12-2018 14:19,316
27-09-2018 18:04,318
13-11-2018 16:58,319
17-12-2018 15:48,320
14-12-2018 14:26,324
19-09-2018 10:18,328
17-09-2018 20:19,329
19-11-2018 18:26,329
02-07-2018 18:57,330
05-10-2018 16:17,330
16-08-2018 17:17,334
27-09-2018 14:31,334
16-08-2018 18:04,334
29-09-2018 13:56,334
28-09-2018 13:32,334
12-07-2018 14:17,336
14-12-2018 14:34,336
18-08-2018 08:46,336
20-07-2018 09:13,336
13-07-2018 10:15,336
06-08-2018 16:02,336
19-07-2018 11:39,336
18-08-2018 11:15,336
27-07-2018 20:11,336
28-08-2018 11:12,336
25-07-2018 12:12,336
12-07-2018 09:30,336
22-08-2018 12:16,336
15-07-2018 12:14,336
13-07-2018 11:59,336
12-07-2018 14:24,336
01-08-2018 13:58,336
16-07-2018 12:19,336
12-07-2018 14:10,336
06-08-2018 14:40,336
29-08-2018 13:30,336
15-07-2018 20:56,336
13-07-2018 11:50,336
21-07-2018 12:12,336
21-08-2018 17:17,336
29-08-2018 14:57,336
05-08-2018 09:32,336
30-07-2018 19:19,336
09-08-2018 11:03,336
12-07-2018 13:38,336
12-07-2018 12:14,336
21-08-2018 13:10,336
12-07-2018 16:52,336
28-07-2018 14:50,336
27-08-2018 16:33,336
10-08-2018 12:42,339
10-12-2018 12:10,340
06-07-2018 12:03,340
30-07-2018 18:04,340
07-07-2018 18:11,340
28-08-2018 13:43,340
04-07-2018 13:43,340
06-07-2018 09:13,340
29-08-2018 17:44,340
25-11-2018 11:47,340
05-07-2018 13:23,340
31-12-2018 13:53,345
31-12-2018 13:58,345
03-11-2018 16:32,346
12-09-2018 17:04,347
14-11-2018 10:59,347
04-09-2018 21:21,347
07-12-2018 17:43,347
12-09-2018 16:18,348
02-11-2018 21:11,348
02-11-2018 14:59,349
03-11-2018 10:27,349
28-12-2018 21:54,350
05-07-2018 16:55,352
10-12-2018 18:58,356
28-11-2018 21:24,356
30-12-2018 12:14,357
04-08-2018 14:34,360
01-12-2018 14:36,363
01-12-2018 15:26,363
28-07-2018 11:05,367
16-11-2018 18:35,367
15-10-2018 18:51,367
14-10-2018 21:34,367
14-10-2018 21:37,367
30-07-2018 14:33,367
19-11-2018 17:04,367
27-07-2018 18:21,367
30-08-2018 13:54,367
02-07-2018 21:00,367
14-10-2018 21:35,367
30-07-2018 19:04,367
08-10-2018 16:43,367
13-12-2018 12:14,368
22-08-2018 21:31,370
28-11-2018 21:21,370
20-12-2018 14:07,370
22-08-2018 22:02,370
22-08-2018 14:06,370
25-12-2018 13:09,370
24-09-2018 14:45,370
06-12-2018 15:55,376
15-09-2018 20:58,377
22-09-2018 11:50,377
30-11-2018 11:11,377
07-09-2018 13:32,378
07-09-2018 14:12,378
17-07-2018 13:05,383
17-09-2018 16:31,384
24-11-2018 18:12,387
24-11-2018 17:58,387
05-12-2018 09:09,388
10-12-2018 18:51,388
09-12-2018 21:33,388
10-12-2018 18:31,388
09-11-2018 16:34,390
09-10-2018 20:08,390
08-09-2018 20:12,390
10-08-2018 19:21,390
14-11-2018 17:25,390
09-08-2018 17:08,390
10-08-2018 19:27,390
22-07-2018 12:40,390
16-08-2018 14:01,390
01-10-2018 18:12,390
21-07-2018 19:22,390
25-12-2018 12:18,390
29-11-2018 10:26,392
03-12-2018 13:39,392
29-11-2018 10:23,392
04-12-2018 09:00,392
14-11-2018 13:17,393
26-10-2018 08:35,393
20-11-2018 17:08,394
05-08-2018 10:25,395
